GR;nr_modello;nome_modello;conc.;collezione;specifica;nome_modello.1;colore;ordinamento;ID Joor;Foto;fotolook;Concatena;;;;
16;251;NEVISCHIO     A;251NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/242.jpg;NEVISCHIO     A 2(251);;;;
16;251;LS1928P       B;251LS1928P       B;271;Borsa;LS1928P       B;0101 0038;99;544481||10100380000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/PGeRvqtlS4u_xry_sApRJg_14868631046a0ef8986487a6_81983356.jpg;https://127-foto.netlify.app/242.jpg;LS1928P       B 0101 0038(251);;;;
16;251;ULTEN         A;251ULTEN         A;271;Calzature;ULTEN         A;2;99;544635||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/ULTEN_200000000.jpg;https://127-foto.netlify.app/242.jpg;ULTEN         A 2(251);;;;
16;252;BRIOSITA;252BRIOSITA;271;Camicia;BRIOSITA;101;2;544494||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/3Bqu6XEcRgOFt4zNDnUEFg_1719308176a5634e6379cc7_48626525_03000380XX1.jpg;https://127-foto.netlify.app/244.jpg;BRIOSITA 101(252);;;;
16;252;TAMARICE;252TAMARICE;271;Gonna;TAMARICE;101;6;544628||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/eKnkjgOoRRSSdfSh5Ni4ow_8626952716a563514d30146_99169563_03020040XX1.jpg;https://127-foto.netlify.app/244.jpg;TAMARICE 101(252);;;;
16;252;ROMANA;252ROMANA;271;Foulard;ROMANA;4751;99;544285||475100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xSBbjVtiQlqRhsp5NnLcrw_15286557216a564344926b86_26953958_03050740XX1.jpg;https://127-foto.netlify.app/244.jpg;ROMANA 4751(252);;;;
16;252;XAURORA;252XAURORA;271;Occhiali Sole;XAURORA;0101 0002;99;544317||10100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/fnyk7LQdQ4qYb5fy9yk4Iw_6977136496a145336c0ca77_10334535_02971290XX1.jpg;https://127-foto.netlify.app/244.jpg;XAURORA 0101 0002(252);;;;
16;252;NEVISCHIO     A;252NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/244.jpg;NEVISCHIO     A 2(252);;;;
16;252;ULLANO        B;252ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/244.jpg;ULLANO        B 49(252);;;;
16;253;CONVIVIALE;253CONVIVIALE;271;Pullover;CONVIVIALE;0215 0101;4;100818||21501010000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/lRmGv5xESD6u3DOBco0btw_10656475926a56353a3bada7_89158010_03040470XX1.jpg;https://127-foto.netlify.app/224.jpg;CONVIVIALE 0215 0101(253);;;;
16;253;AVOLA         A;253AVOLA         A;271;Bermuda;AVOLA         A;101;5;544633||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/753BmPjOSAOjnmUnOCI_GQ_3950283866a5634d6727ce7_16492730_02990300XX1.jpg;https://127-foto.netlify.app/224.jpg;AVOLA         A 101(253);;;;
16;253;IAPIGE;253IAPIGE;271;Borsa;IAPIGE;0227 0002;99;544272||22700020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/fvTrCNg6SbCSXB8ct9rySQ_13979748506a14532752f147_81983578_02970130XX1.jpg;https://127-foto.netlify.app/224.jpg;IAPIGE 0227 0002(253);;;;
16;253;XAURORA;253XAURORA;271;Occhiali Sole;XAURORA;0101 0002;99;544317||10100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/fnyk7LQdQ4qYb5fy9yk4Iw_6977136496a145336c0ca77_10334535_02971290XX1.jpg;https://127-foto.netlify.app/224.jpg;XAURORA 0101 0002(253);;;;
16;253;USTI;253USTI;271;Calzature;USTI;1176 0002;99;544466||117600020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/_VBj_kwbTWuHiZddo-Afig_7783833586a564346bc8ec7_66150361_03050790XX1.jpg;https://127-foto.netlify.app/224.jpg;USTI 1176 0002(253);;;;
17;254;PALMIRA;254PALMIRA;271;Abito;PALMIRA;101;7;544539||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/bk96LEpqRtewWbBOFXGcgw_13115557806a5634ec884e54_27094205_03010070XX1.jpg;https://127-foto.netlify.app/243.jpg;PALMIRA 101(254);;;;
17;254;IAPIGE;254IAPIGE;271;Borsa;IAPIGE;2264 0002;99;544272||226400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zJZAly2zQS-u2eAs4ykTOg_16970615336a145327b51567_35646153_02970150XX1.jpg;https://127-foto.netlify.app/243.jpg;IAPIGE 2264 0002(254);;;;
17;254;USCITA;254USCITA;271;Calzature;USCITA;2264 2264;99;544431||226422640000;#N/D;https://127-foto.netlify.app/243.jpg;USCITA 2264 2264(254);;;;
17;254;NEVIGLIE;254NEVIGLIE;271;Orecchino;NEVIGLIE;0574 0927 0002;99;544457||57409270002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/K3ZDNI-eRU-cv2BQEK5HtQ_19105815366a145340d5b679_49273593_02971610XX1.jpg;https://127-foto.netlify.app/243.jpg;NEVIGLIE 0574 0927 0002(254);;;;
17;254;DENARI        A;254DENARI        A;271;Cintura;DENARI        A;1190 2243 0002;99;544527||119022430002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/5LbhtGMVSC-QEg4WY3qaGw_15407108866a56432ccf3923_24458432_03050080XX1.jpg;https://127-foto.netlify.app/243.jpg;DENARI        A 1190 2243 0002(254);;;;
16;255;CICLIDE;255CICLIDE;271;Abito;CICLIDE;101;7;100851||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/1RG9-rajSO25zAMYFB-XWg_11044582466a56352cf16b67_55496308_03040220XX1.jpg;https://127-foto.netlify.app/221.jpg;CICLIDE 101(255);;;;
16;255;IMPARI;255IMPARI;271;Borsa;IMPARI;0101 3572 0002;99;544328||10135720002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/eMLxQ9WkT3ql06kmm_JdCA_997738926a564333b45c86_35258021_03050300XX1.jpg;https://127-foto.netlify.app/221.jpg;IMPARI 0101 3572 0002(255);;;;
16;255;NEMBO;255NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/221.jpg;NEMBO 2(255);;;;
16;255;DUCHESSE;255DUCHESSE;271;Cintura;DUCHESSE;2;99;544367||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/oL3TJCuxQ62m5IEWR6Accg_19533515566a1453254050b7_39777174_02970040XX1.jpg;https://127-foto.netlify.app/221.jpg;DUCHESSE 2(255);;;;
16;255;NEVISCHIO     A;255NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/221.jpg;NEVISCHIO     A 2(255);;;;
16;255;ULLANO        B;255ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/221.jpg;ULLANO        B 49(255);;;;
17;256;CALIGA;256CALIGA;271;Giacca;CALIGA;0101 3542;1;100809||10135420000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/P0Ss73dIQtyqpPLa7faQ7w_2581369286a563526bf1b11_84004182_03040090XX1.jpg;https://127-foto.netlify.app/226.jpg;CALIGA 0101 3542(256);;;;
17;256;ANIDRO;256ANIDRO;271;Pantalone;ANIDRO;101;5;544585||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cUh00xM-SvG7L0YsFJa3cw_14131799846a5634cd090aa7_04383674_02990120XX1.jpg;https://127-foto.netlify.app/226.jpg;ANIDRO 101(256);;;;
17;256;NOBLE;256NOBLE;271;Orecchino;NOBLE;0002 0002;99;544358||200020000;0;https://127-foto.netlify.app/226.jpg;NOBLE 0002 0002(256);;;;
17;256;NEUTRINO;256NEUTRINO;271;Bracciale;NEUTRINO;0101 0002;99;544360||10100020000;0;https://127-foto.netlify.app/226.jpg;NEUTRINO 0101 0002(256);;;;
17;256;LS1928P       B;256LS1928P       B;271;Borsa;LS1928P       B;0101 0038;99;544481||10100380000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/PGeRvqtlS4u_xry_sApRJg_14868631046a0ef8986487a6_81983356.jpg;https://127-foto.netlify.app/226.jpg;LS1928P       B 0101 0038(256);;;;
17;256;ULLANO        B;256ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/226.jpg;ULLANO        B 49(256);;;;
17;256;DAMIETTA;256DAMIETTA;271;Cintura;DAMIETTA;2;99;544486||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/klaNMdKISpOxnwF12n9kWg_12483183316a145343c682c9_65526302_02971730XX1.jpg;https://127-foto.netlify.app/226.jpg;DAMIETTA 2(256);;;;
17;257;VORACITA;257VORACITA;271;Giacca;VORACITA;101;1;544057||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/Vp_EWT5NTbyDWuUtsoHAnA_12779306586a56352108a382_37180597_03030160XX1.jpg;https://127-foto.netlify.app/225.jpg;VORACITA 101(257);;;;
17;257;ANIDRO;257ANIDRO;271;Pantalone;ANIDRO;101;5;544585||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cUh00xM-SvG7L0YsFJa3cw_14131799846a5634cd090aa7_04383674_02990120XX1.jpg;https://127-foto.netlify.app/225.jpg;ANIDRO 101(257);;;;
17;257;NONA;257NONA;271;Bracciale;NONA;2;99;544361||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NCVbcOEzTZ-NyeviAg7xyQ_15946604066a14533a4d6852_60896697_02971370XX4.jpg;https://127-foto.netlify.app/225.jpg;NONA 2(257);;;;
17;257;NEVISCHIO     A;257NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/225.jpg;NEVISCHIO     A 2(257);;;;
17;257;ULLANO        B;257ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/225.jpg;ULLANO        B 49(257);;;;
16;258;CABRATA;258CABRATA;271;Giacca;CABRATA;0101 0202 0205;1;100817||10102020205;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zXUxjIawSBODR0TLmcAs2A_19816471146a5635232da3d5_49651766_03040030XX1.jpg;https://127-foto.netlify.app/223.jpg;CABRATA 0101 0202 0205(258);;;;
16;258;AMATORE       B;258AMATORE       B;271;Pantalone;AMATORE       B;101;5;544453||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/jyPidDAdR-uRgXTBOcEbxA_451989336a5634cbac1730_98137231_02990090XX1.jpg;https://127-foto.netlify.app/223.jpg;AMATORE       B 101(258);;;;
16;258;NOBLE;258NOBLE;271;Orecchino;NOBLE;0101 0002;99;544358||10100020000;#N/D;https://127-foto.netlify.app/223.jpg;NOBLE 0101 0002(258);;;;
16;258;NEUTRINO;258NEUTRINO;271;Bracciale;NEUTRINO;0201 0002;99;544360||20100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cSmqXdcjSlWWENtE9crr1A_8204655606a14532dc6f1c6_80420471_02970500XX1.jpg;https://127-foto.netlify.app/223.jpg;NEUTRINO 0201 0002(258);;;;
16;258;LS1928P       B;258LS1928P       B;271;Borsa;LS1928P       B;0101 0038;99;544481||10100380000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/PGeRvqtlS4u_xry_sApRJg_14868631046a0ef8986487a6_81983356.jpg;https://127-foto.netlify.app/223.jpg;LS1928P       B 0101 0038(258);;;;
16;258;ULLANO        B;258ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/223.jpg;ULLANO        B 49(258);;;;
17;259;CERCHIETTO;259CERCHIETTO;271;Abito;CERCHIETTO;0101 3542;7;100801||10135420000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/j6vW_poEQ-iPkA6JOWjq-Q_19104609956a56352c66e180_78988656_03040210XX1.jpg;https://127-foto.netlify.app/227.jpg;CERCHIETTO 0101 3542(259);;;;
17;259;NOBLE;259NOBLE;271;Orecchino;NOBLE;0002 0002;99;544358||200020000;0;https://127-foto.netlify.app/227.jpg;NOBLE 0002 0002(259);;;;
17;259;NEUTRINO;259NEUTRINO;271;Bracciale;NEUTRINO;0101 0002;99;544360||10100020000;0;https://127-foto.netlify.app/227.jpg;NEUTRINO 0101 0002(259);;;;
17;259;LS1928P       B;259LS1928P       B;271;Borsa;LS1928P       B;0221 0038;99;544481||22100380000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/kJjPFSJqR5ufS2w392ZBSQ_19968737366a0efa467d1476_80095087.jpg;https://127-foto.netlify.app/227.jpg;LS1928P       B 0221 0038(259);;;;
17;259;ULLANO        B;259ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/227.jpg;ULLANO        B 49(259);;;;
17;260;BALALAICA;260BALALAICA;271;Camicia;BALALAICA;202;2;544303||20200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/AV_GcUuZSHmn9RLYJX1pAA_18605095606a1452434b3959_46868988_02910060XX1.jpg;https://127-foto.netlify.app/267.jpg;BALALAICA 202(260);;;;
17;260;AQUIL         J;260AQUIL         J;271;Pantalone;AQUIL         J;202;5;544304||20200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/AQUILF_20200000000 (3).jpg;https://127-foto.netlify.app/267.jpg;AQUIL         J 202(260);;;;
17;260;NESLIA;260NESLIA;271;Orecchino;NESLIA;0001 0002;99;544374||100020000;#N/D;https://127-foto.netlify.app/267.jpg;NESLIA 0001 0002(260);;;;
17;260;NESCIO        A;260NESCIO        A;271;Spilla;NESCIO        A;0001 0002;99;544461||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/qSvSmm_VTBqXwcarEpABjg_11103022446a564336e89c93_65856896_03050380XX1.jpg;https://127-foto.netlify.app/267.jpg;NESCIO        A 0001 0002(260);;;;
17;260;IGLESIAS      C;260IGLESIAS      C;271;Borsa Elegante;IGLESIAS      C;0001 0002;99;544482||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/wXTOZtvnSL6UH9cdKRL5xA_6448802356a56433107eee9_94519357_03050240XX1.jpg;https://127-foto.netlify.app/267.jpg;IGLESIAS      C 0001 0002(260);;;;
17;260;ULLANO        B;260ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/267.jpg;ULLANO        B 49(260);;;;
17;261;BALALAICA;261BALALAICA;271;Camicia;BALALAICA;101;2;544303||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/QHw1_bMhQpCiasLrqNfACw_7113702176a5634d9a7d093_44566419_03000050XX1.jpg;https://127-foto.netlify.app/268.jpg;BALALAICA 101(261);;;;
17;261;AQUIL         J;261AQUIL         J;271;Pantalone;AQUIL         J;101;5;544304||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/nox6IwexQpaHM01-KpAk8Q_13310312756a0ef53bbdf1e2_90387704.jpg;https://127-foto.netlify.app/268.jpg;AQUIL         J 101(261);;;;
17;261;NESLIA;261NESLIA;271;Orecchino;NESLIA;0001 0002;99;544374||100020000;#N/D;https://127-foto.netlify.app/268.jpg;NESLIA 0001 0002(261);;;;
17;261;NESCIO        A;261NESCIO        A;271;Spilla;NESCIO        A;0001 0002;99;544461||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/qSvSmm_VTBqXwcarEpABjg_11103022446a564336e89c93_65856896_03050380XX1.jpg;https://127-foto.netlify.app/268.jpg;NESCIO        A 0001 0002(261);;;;
17;261;ULLANO        B;261ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/268.jpg;ULLANO        B 49(261);;;;
17;261;NORRENI       A;261NORRENI       A;271;Bracciale;NORRENI       A;0001 0002;99;544521||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/1PlISX0OTxOSrsoFuDS2MQ_3563719746a56433f014874_84367126_03050560XX1.jpg;https://127-foto.netlify.app/268.jpg;NORRENI       A 0001 0002(261);;;;
17;262;BAIETTA;262BAIETTA;271;Top;BAIETTA;101;3;544514||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/wH9HWvgzQDe5Fc5Us4HuFw_5507979336a5634d8498127_16673307_03000020XX1.jpg;https://127-foto.netlify.app/270.jpg;BAIETTA 101(262);;;;
17;262;ARCHIMEDE     A;262ARCHIMEDE     A;271;Pantalone;ARCHIMEDE     A;101;5;544296||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/I7vasG44R6KBinaZfCFdQA_5509927826a1452354b9987_53001828_02900290XX1.jpg;https://127-foto.netlify.app/270.jpg;ARCHIMEDE     A 101(262);;;;
17;262;ILLUSIVO;262ILLUSIVO;271;Borsa Elegante;ILLUSIVO;0101 0002;99;544198||10100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/8Ym96RLgRECBZ97ahhC1Qw_19829283306a56433179a199_96083636_03050250XX1.jpg;https://127-foto.netlify.app/270.jpg;ILLUSIVO 0101 0002(262);;;;
17;262;NORMALE;262NORMALE;271;Orecchino;NORMALE;0001 0002;99;544389||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/SWQJKiLaRT-MjLCakEdMKQ_19069769546a14533cc097f4_53200427_02971420XX1.jpg;https://127-foto.netlify.app/270.jpg;NORMALE 0001 0002(262);;;;
17;262;ULLANO        B;262ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/270.jpg;ULLANO        B 49(262);;;;
17;262;NORRENI       A;262NORRENI       A;271;Bracciale;NORRENI       A;0001 0002;99;544521||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/1PlISX0OTxOSrsoFuDS2MQ_3563719746a56433f014874_84367126_03050560XX1.jpg;https://127-foto.netlify.app/270.jpg;NORRENI       A 0001 0002(262);;;;
17;262;DOCENZA       A;262DOCENZA       A;271;Cintura;DOCENZA       A;0001 0002;99;544522||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DOCENZA_100020000.jpg;https://127-foto.netlify.app/270.jpg;DOCENZA       A 0001 0002(262);;;;
21;263;BAIETTA;263BAIETTA;271;Top;BAIETTA;202;3;544514||20200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/eRxjoIffRdabaBfTvGDvjA_17509833196a5634d8b0a885_87249773_03000030XX1.jpg;https://127-foto.netlify.app/271.jpg;BAIETTA 202(263);;;;
21;263;ARCHIMEDE     A;263ARCHIMEDE     A;271;Pantalone;ARCHIMEDE     A;101;5;544296||10100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/I7vasG44R6KBinaZfCFdQA_5509927826a1452354b9987_53001828_02900290XX1.jpg;https://127-foto.netlify.app/271.jpg;ARCHIMEDE     A 101(263);;;;
21;263;ILLUSIVO;263ILLUSIVO;271;Borsa Elegante;ILLUSIVO;0101 0002;99;544198||10100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/8Ym96RLgRECBZ97ahhC1Qw_19829283306a56433179a199_96083636_03050250XX1.jpg;https://127-foto.netlify.app/271.jpg;ILLUSIVO 0101 0002(263);;;;
21;263;NORMALE;263NORMALE;271;Orecchino;NORMALE;0001 0002;99;544389||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/SWQJKiLaRT-MjLCakEdMKQ_19069769546a14533cc097f4_53200427_02971420XX1.jpg;https://127-foto.netlify.app/271.jpg;NORMALE 0001 0002(263);;;;
21;263;ULLANO        B;263ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/271.jpg;ULLANO        B 49(263);;;;
21;263;NEIRONE       A;263NEIRONE       A;271;Bracciale;NEIRONE       A;0001 0002;99;544520||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/gJTR51VhTYa2guDKxYbh-Q_7961393636a5643367c8222_28885607_03050360XX1.jpg;https://127-foto.netlify.app/271.jpg;NEIRONE       A 0001 0002(263);;;;
21;263;DOCENZA       A;263DOCENZA       A;271;Cintura;DOCENZA       A;0001 0002;99;544522||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DOCENZA_100020000.jpg;https://127-foto.netlify.app/271.jpg;DOCENZA       A 0001 0002(263);;;;
18;264;PALAM;264PALAM;271;Abito;PALAM;3533;7;544541||353300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/HApn-7FBQYCf76ESqTZgxA_19340497756a5634ec1a5e74_42744391_03010060XX1.jpg;https://127-foto.netlify.app/284.jpg;PALAM 3533(264);;;;
18;264;IMAGINE;264IMAGINE;271;Borsa Elegante;IMAGINE;0308 0002;99;544197||30800020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/WhatsApp_Image_2026-05-26_at_17.11.48-removebg-preview.png;https://127-foto.netlify.app/284.jpg;IMAGINE 0308 0002(264);;;;
18;264;DANIELINA     A;264DANIELINA     A;271;Cintura;DANIELINA     A;2122 0002;99;544213||212200020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/rhlTaNlzTWCCMkak9izBng_13244460436a1450c71f4595_33902828_02970020XX1.jpg;https://127-foto.netlify.app/284.jpg;DANIELINA     A 2122 0002(264);;;;
18;264;NEUTRINO;264NEUTRINO;271;Bracciale;NEUTRINO;0201 0002;99;544360||20100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cSmqXdcjSlWWENtE9crr1A_8204655606a14532dc6f1c6_80420471_02970500XX1.jpg;https://127-foto.netlify.app/284.jpg;NEUTRINO 0201 0002(264);;;;
18;264;ULLANO        B;264ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/284.jpg;ULLANO        B 49(264);;;;
20;266;PARERE;266PARERE;271;Abito;PARERE;1183;7;544226||118300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/E0E6y4WZRHS8pFZzWywHTQ_906799756a5634ef76f3d3_40519872_03010130XX1.jpg;https://127-foto.netlify.app/252.jpg;PARERE 1183(266);;;;
20;266;IMAGINE;266IMAGINE;271;Borsa Elegante;IMAGINE;1197 0002;99;544197||119700020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/e98c6986-224e-4492-8765-bf38c3622be0-removebg-preview.png;https://127-foto.netlify.app/252.jpg;IMAGINE 1197 0002(266);;;;
20;266;ULLANO        B;266ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/252.jpg;ULLANO        B 49(266);;;;
20;267;PARERE;267PARERE;271;Abito;PARERE;323;7;544226||32300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/mbN1ZT5oR0O7xkcgo_Uoxw_19595050696a5634ee7cc194_29764734_03010110XX1.jpg;https://127-foto.netlify.app/252.jpg;PARERE 323(267);;;;
20;267;ULLANO        B;267ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/252.jpg;ULLANO        B 49(267);;;;
20;268;PARERE;268PARERE;271;Abito;PARERE;578;7;544226||57800000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/3KwAtRnkSaW4-2Vd5vzzaQ_2323787826a5634eef16d51_21109127_03010120XX1.jpg;https://127-foto.netlify.app/253.jpg;PARERE 578(268);;;;
20;268;NOSTRANO;268NOSTRANO;271;Orecchino;NOSTRANO;0001 0002;99;544375||100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/osaAGM4_R6G4lzy-7AT-bA_18378364236a14533c334362_66403480_02971410XX1.jpg;https://127-foto.netlify.app/253.jpg;NOSTRANO 0001 0002(268);;;;
20;268;ULLANO        B;268ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/253.jpg;ULLANO        B 49(268);;;;
18;269;VISIONARIA;269VISIONARIA;271;Giacca;VISIONARIA;380;1;544235||38000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/Ja7o5pJiR1e50G4GkpCUqQ_20134563246a1451b8818086_30081983_02950460XX1.jpg;https://127-foto.netlify.app/257.jpg;VISIONARIA 380(269);;;;
18;269;PACIUS;269PACIUS;271;Abito;PACIUS;0380 0380;7;544294||38003800000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/_jBSAwKJR_KT-Tb2EMeokw_8901802736a5634ea223001_48553066_03010020XX1.jpg;https://127-foto.netlify.app/257.jpg;PACIUS 0380 0380(269);;;;
